account_id,account_name,segment,industry,employee_count,potential_arr
acct_00995,Conta 00995,smb,software,142,49563.61
acct_00996,Conta 00996,enterprise,manufacturing,3232,51976.24
acct_00997,Conta 00997,smb,software,63,72138.47
acct_00998,Conta 00998,enterprise,healthcare,3254,34435.36
acct_00999,Conta 00999,smb,financial_services,92,80524.86
acct_01000,Conta 01000,enterprise,retail,3251,50382.04
acct_01001,Conta 01001,mid_market,healthcare,333,64482.94
acct_01002,Conta 01002,mid_market,healthcare,512,60922.07
acct_01003,Conta 01003,mid_market,manufacturing,542,37951.43
acct_01004,Conta 01004,mid_market,education,195,32006.91
acct_01005,Conta 01005,smb,education,79,36961.3
acct_01006,Conta 01006,mid_market,retail,500,30125.44
acct_01007,Conta 01007,mid_market,software,614,56947.16
acct_01008,Conta 01008,smb,retail,130,48162.22
acct_01009,Conta 01009,smb,financial_services,58,33586.9
acct_01010,Conta 01010,mid_market,healthcare,243,52012.3
acct_01011,Conta 01011,smb,software,49,45112.57
acct_01012,Conta 01012,smb,manufacturing,63,34068.55
acct_01013,Conta 01013,enterprise,education,4190,26229.86
acct_01014,Conta 01014,smb,manufacturing,125,40750.33
acct_01015,Conta 01015,enterprise,software,932,50657.85
acct_01016,Conta 01016,enterprise,manufacturing,1478,27837.62
acct_01017,Conta 01017,mid_market,financial_services,496,69848.27
acct_01018,Conta 01018,enterprise,manufacturing,1978,8000.0
acct_01019,Conta 01019,smb,retail,116,23211.72
acct_01020,Conta 01020,enterprise,retail,3666,61885.43
acct_01021,Conta 01021,mid_market,manufacturing,673,70868.76
acct_01022,Conta 01022,mid_market,retail,220,91004.93
acct_01023,Conta 01023,enterprise,education,4093,40029.34
acct_01024,Conta 01024,smb,retail,85,22096.1
acct_01025,Conta 01025,enterprise,retail,1130,35417.22
acct_01026,Conta 01026,smb,retail,62,50013.83
acct_01027,Conta 01027,enterprise,education,3254,77646.11
acct_01028,Conta 01028,smb,manufacturing,106,64298.5
acct_01029,Conta 01029,smb,financial_services,69,78322.4
acct_01030,Conta 01030,enterprise,manufacturing,3962,22466.77
acct_01031,Conta 01031,enterprise,software,1015,12900.43
acct_01032,Conta 01032,smb,healthcare,154,37580.32
acct_01033,Conta 01033,mid_market,healthcare,547,86603.63
acct_01034,Conta 01034,smb,healthcare,93,59761.3
acct_01035,Conta 01035,smb,retail,95,72937.32
acct_01036,Conta 01036,enterprise,education,1325,98100.68
acct_01037,Conta 01037,mid_market,software,497,64479.21
acct_01038,Conta 01038,smb,software,111,57032.9
acct_01039,Conta 01039,smb,manufacturing,157,35630.66
acct_01040,Conta 01040,enterprise,education,2165,8000.0
acct_01041,Conta 01041,smb,software,86,51596.36
acct_01042,Conta 01042,mid_market,financial_services,672,76099.39
acct_01043,Conta 01043,smb,financial_services,74,72629.92
acct_01044,Conta 01044,smb,healthcare,111,34882.01
acct_01045,Conta 01045,mid_market,software,709,74440.17
acct_01046,Conta 01046,enterprise,education,2175,63239.38
acct_01047,Conta 01047,smb,education,34,66718.59
acct_01048,Conta 01048,enterprise,retail,3273,58634.61
acct_01049,Conta 01049,smb,manufacturing,178,59281.28
acct_01050,Conta 01050,mid_market,retail,245,65020.44
acct_01051,Conta 01051,mid_market,financial_services,416,22090.25
acct_01052,Conta 01052,smb,software,106,22055.27
acct_01053,Conta 01053,smb,education,102,26345.09
acct_01054,Conta 01054,mid_market,healthcare,621,50774.29
acct_01055,Conta 01055,smb,healthcare,134,35728.57
acct_01056,Conta 01056,smb,software,127,33569.83
acct_01057,Conta 01057,enterprise,healthcare,3450,33537.94
acct_01058,Conta 01058,smb,software,110,52115.52
acct_01059,Conta 01059,smb,financial_services,41,44619.11
acct_01060,Conta 01060,mid_market,retail,808,45071.33
acct_01061,Conta 01061,enterprise,manufacturing,3246,72682.83
acct_01062,Conta 01062,mid_market,healthcare,497,29407.51
acct_01063,Conta 01063,mid_market,financial_services,628,10164.27
acct_01064,Conta 01064,smb,healthcare,84,20946.04
acct_01065,Conta 01065,enterprise,retail,4155,83905.33
acct_01066,Conta 01066,mid_market,retail,439,31589.83
acct_01067,Conta 01067,smb,education,136,54921.69
acct_01068,Conta 01068,enterprise,financial_services,1440,69585.33
acct_01069,Conta 01069,smb,retail,165,21913.19
acct_01070,Conta 01070,smb,healthcare,60,28102.78
acct_01071,Conta 01071,enterprise,manufacturing,1100,86965.55
acct_01072,Conta 01072,smb,software,164,71475.75
acct_01073,Conta 01073,smb,retail,156,24440.49
acct_01074,Conta 01074,enterprise,manufacturing,1768,81070.79
acct_01075,Conta 01075,mid_market,financial_services,862,54116.91
acct_01076,Conta 01076,smb,education,118,56946.82
acct_01077,Conta 01077,smb,healthcare,94,42200.22
acct_01078,Conta 01078,smb,education,98,49118.26
acct_01079,Conta 01079,smb,education,88,40007.42
acct_01080,Conta 01080,enterprise,retail,1997,42259.81
acct_01081,Conta 01081,enterprise,retail,4281,57727.79
acct_01082,Conta 01082,smb,financial_services,110,64820.16
acct_01083,Conta 01083,smb,manufacturing,176,62097.58
acct_01084,Conta 01084,smb,manufacturing,152,53187.91
acct_01085,Conta 01085,smb,software,69,18201.59
acct_01086,Conta 01086,smb,software,138,16609.02
acct_01087,Conta 01087,smb,manufacturing,74,32234.16
acct_01088,Conta 01088,enterprise,healthcare,2100,67077.25
acct_01089,Conta 01089,mid_market,education,859,16823.12
acct_01090,Conta 01090,smb,education,165,33798.9
acct_01091,Conta 01091,mid_market,retail,734,55421.31
acct_01092,Conta 01092,smb,manufacturing,117,64999.79
acct_01093,Conta 01093,smb,healthcare,116,53487.02
acct_01094,Conta 01094,mid_market,financial_services,428,32334.35
acct_01095,Conta 01095,mid_market,healthcare,675,53363.11
acct_01096,Conta 01096,smb,financial_services,110,49991.28
acct_01097,Conta 01097,enterprise,education,1817,48444.04
acct_01098,Conta 01098,mid_market,retail,629,30409.54
acct_01099,Conta 01099,mid_market,software,554,59666.6
acct_01100,Conta 01100,smb,education,68,50492.31
acct_01101,Conta 01101,smb,financial_services,174,21461.76
acct_01102,Conta 01102,enterprise,healthcare,3967,70075.09
acct_01103,Conta 01103,smb,software,168,63060.46
acct_01104,Conta 01104,enterprise,manufacturing,1652,92671.99
acct_01105,Conta 01105,mid_market,manufacturing,661,47466.47
acct_01106,Conta 01106,smb,retail,55,43417.45
acct_01107,Conta 01107,smb,healthcare,60,74742.7
acct_01108,Conta 01108,smb,healthcare,154,64985.53
acct_01109,Conta 01109,enterprise,education,2655,118358.82
acct_01110,Conta 01110,enterprise,education,3591,81443.44
acct_01111,Conta 01111,smb,manufacturing,45,43458.18
acct_01112,Conta 01112,smb,healthcare,31,114464.83
acct_01113,Conta 01113,smb,education,135,41710.6
acct_01114,Conta 01114,smb,retail,130,10922.99
acct_01115,Conta 01115,enterprise,education,1637,32716.56
acct_01116,Conta 01116,enterprise,software,2859,60594.84
acct_01117,Conta 01117,enterprise,manufacturing,3785,64526.29
acct_01118,Conta 01118,smb,financial_services,132,34689.51
acct_01119,Conta 01119,smb,retail,130,71244.46
acct_01120,Conta 01120,enterprise,software,1083,56612.5
acct_01121,Conta 01121,enterprise,software,3329,53295.19
acct_01122,Conta 01122,enterprise,retail,2243,31659.59
acct_01123,Conta 01123,enterprise,financial_services,2419,26586.76
acct_01124,Conta 01124,smb,financial_services,155,55733.82
acct_01125,Conta 01125,smb,manufacturing,55,12955.38
acct_01126,Conta 01126,enterprise,software,2466,63893.9
acct_01127,Conta 01127,enterprise,manufacturing,3903,48625.56
acct_01128,Conta 01128,mid_market,education,674,62364.48
acct_01129,Conta 01129,mid_market,education,797,18795.23
acct_01130,Conta 01130,smb,software,81,40855.55
acct_01131,Conta 01131,mid_market,retail,815,90887.54
acct_01132,Conta 01132,mid_market,financial_services,304,48327.23
acct_01133,Conta 01133,smb,software,95,87490.12
acct_01134,Conta 01134,smb,financial_services,176,65560.98
acct_01135,Conta 01135,smb,software,167,54796.58
acct_01136,Conta 01136,mid_market,software,542,51176.28
acct_01137,Conta 01137,smb,software,72,53999.14
acct_01138,Conta 01138,mid_market,healthcare,306,24127.58
acct_01139,Conta 01139,mid_market,financial_services,755,38762.57
acct_01140,Conta 01140,smb,manufacturing,109,48544.62
acct_01141,Conta 01141,enterprise,healthcare,1483,37201.47
acct_01142,Conta 01142,mid_market,manufacturing,799,26854.36
acct_01143,Conta 01143,mid_market,manufacturing,848,54202.88
acct_01144,Conta 01144,mid_market,retail,479,97277.31
acct_01145,Conta 01145,enterprise,retail,1037,56790.77
acct_01146,Conta 01146,enterprise,healthcare,1304,82283.08
acct_01147,Conta 01147,smb,manufacturing,105,69057.63
acct_01148,Conta 01148,enterprise,manufacturing,3456,94162.96
acct_01149,Conta 01149,enterprise,education,2539,32171.08
acct_01150,Conta 01150,mid_market,retail,864,42528.53
acct_01151,Conta 01151,smb,software,84,38972.54
acct_01152,Conta 01152,smb,manufacturing,102,45268.22
acct_01153,Conta 01153,mid_market,financial_services,736,64072.53
acct_01154,Conta 01154,mid_market,retail,891,76907.8
acct_01155,Conta 01155,smb,financial_services,139,63374.37
acct_01156,Conta 01156,smb,education,56,66211.29
acct_01157,Conta 01157,enterprise,healthcare,1078,48792.38
acct_01158,Conta 01158,enterprise,retail,919,41024.12
acct_01159,Conta 01159,smb,financial_services,32,45860.17
acct_01160,Conta 01160,enterprise,manufacturing,3365,64585.69
acct_01161,Conta 01161,smb,retail,47,74814.09
acct_01162,Conta 01162,smb,financial_services,70,23466.75
acct_01163,Conta 01163,enterprise,retail,3380,62944.73
acct_01164,Conta 01164,enterprise,retail,1359,27809.56
acct_01165,Conta 01165,enterprise,manufacturing,3696,92692.6
acct_01166,Conta 01166,smb,software,153,48725.89
acct_01167,Conta 01167,smb,financial_services,52,29954.71
acct_01168,Conta 01168,smb,healthcare,81,56602.0
acct_01169,Conta 01169,smb,manufacturing,137,47436.87
acct_01170,Conta 01170,mid_market,manufacturing,221,46268.25
acct_01171,Conta 01171,enterprise,retail,4231,89059.14
acct_01172,Conta 01172,smb,manufacturing,86,83919.29
acct_01173,Conta 01173,smb,healthcare,158,52470.52
acct_01174,Conta 01174,mid_market,financial_services,279,43295.41
acct_01175,Conta 01175,smb,software,45,58965.99
acct_01176,Conta 01176,mid_market,software,587,70171.76
acct_01177,Conta 01177,smb,software,56,52565.32
acct_01178,Conta 01178,mid_market,manufacturing,870,27467.05
acct_01179,Conta 01179,mid_market,education,769,47371.37
acct_01180,Conta 01180,enterprise,retail,2619,64690.61
acct_01181,Conta 01181,smb,education,61,48855.05
acct_01182,Conta 01182,mid_market,education,772,41991.53
acct_01183,Conta 01183,mid_market,manufacturing,750,24896.58
acct_01184,Conta 01184,enterprise,education,4067,49608.04
acct_01185,Conta 01185,mid_market,manufacturing,580,56692.12
acct_01186,Conta 01186,mid_market,education,306,50258.1
acct_01187,Conta 01187,smb,software,119,53906.85
acct_01188,Conta 01188,mid_market,financial_services,278,50987.75
acct_01189,Conta 01189,mid_market,financial_services,329,78455.57
acct_01190,Conta 01190,smb,retail,43,63439.65
acct_01191,Conta 01191,enterprise,healthcare,1996,84671.02
acct_01192,Conta 01192,mid_market,software,198,62285.75
acct_01193,Conta 01193,smb,financial_services,147,50982.13
acct_01194,Conta 01194,mid_market,manufacturing,398,28416.1
acct_01195,Conta 01195,smb,retail,172,33933.83
acct_01196,Conta 01196,smb,financial_services,105,17009.08
acct_01197,Conta 01197,smb,financial_services,160,52310.91
acct_01198,Conta 01198,enterprise,education,3098,90008.21
acct_01199,Conta 01199,smb,education,32,75596.89
acct_01200,Conta 01200,enterprise,retail,3403,39365.7
acct_01201,Conta 01201,mid_market,retail,418,49779.31
acct_01202,Conta 01202,mid_market,manufacturing,625,53618.66
acct_01203,Conta 01203,smb,education,105,71548.36
acct_01204,Conta 01204,enterprise,education,1104,61820.04
acct_01205,Conta 01205,smb,healthcare,109,42901.45
acct_01206,Conta 01206,enterprise,software,1015,100123.47
acct_01207,Conta 01207,enterprise,healthcare,4260,8000.0
acct_01208,Conta 01208,smb,software,103,18809.93
acct_01209,Conta 01209,smb,manufacturing,34,62844.8
acct_01210,Conta 01210,mid_market,financial_services,648,62399.64
acct_01211,Conta 01211,mid_market,retail,530,75903.37
acct_01212,Conta 01212,mid_market,retail,422,43897.69
acct_01213,Conta 01213,smb,financial_services,114,26555.67
acct_01214,Conta 01214,smb,software,76,40058.96
acct_01215,Conta 01215,smb,retail,117,70464.67
acct_01216,Conta 01216,mid_market,financial_services,204,49241.07
acct_01217,Conta 01217,enterprise,retail,3071,51544.47
acct_01218,Conta 01218,enterprise,software,3337,97299.01
acct_01219,Conta 01219,smb,software,43,51896.04
acct_01220,Conta 01220,enterprise,software,1701,87713.39
acct_01221,Conta 01221,smb,education,108,73651.48
acct_01222,Conta 01222,mid_market,financial_services,764,64847.86
acct_01223,Conta 01223,mid_market,software,292,99172.3
acct_01224,Conta 01224,mid_market,education,431,61047.4
acct_01225,Conta 01225,mid_market,software,708,85122.32
acct_01226,Conta 01226,mid_market,healthcare,407,64426.12
acct_01227,Conta 01227,smb,education,137,24117.25
acct_01228,Conta 01228,smb,healthcare,108,20867.85
acct_01229,Conta 01229,mid_market,financial_services,474,11897.22
acct_01230,Conta 01230,enterprise,education,3104,57527.14
acct_01231,Conta 01231,smb,financial_services,54,37866.72
acct_01232,Conta 01232,enterprise,retail,2437,49963.21
acct_01233,Conta 01233,enterprise,retail,3615,68874.49
acct_01234,Conta 01234,smb,financial_services,51,45494.45
acct_01235,Conta 01235,smb,healthcare,97,24058.13
acct_01236,Conta 01236,smb,financial_services,141,58133.7
acct_01237,Conta 01237,mid_market,education,894,68373.12
acct_01238,Conta 01238,smb,retail,37,83987.51
acct_01239,Conta 01239,enterprise,manufacturing,3753,43289.18
acct_01240,Conta 01240,enterprise,software,3736,81720.62
acct_01241,Conta 01241,smb,financial_services,154,69757.15
acct_01242,Conta 01242,smb,retail,110,74197.96
acct_01243,Conta 01243,smb,financial_services,157,49547.77
acct_01244,Conta 01244,mid_market,financial_services,227,33662.97
acct_01245,Conta 01245,enterprise,financial_services,1068,49712.94
acct_01246,Conta 01246,enterprise,financial_services,2657,25670.7
acct_01247,Conta 01247,enterprise,healthcare,3432,79612.15
acct_01248,Conta 01248,smb,manufacturing,44,34904.67
acct_01249,Conta 01249,smb,manufacturing,156,50306.54
acct_01250,Conta 01250,smb,education,115,43956.12
acct_01251,Conta 01251,enterprise,software,3565,63568.68
acct_01252,Conta 01252,smb,education,38,50594.09
acct_01253,Conta 01253,mid_market,software,776,37212.16
acct_01254,Conta 01254,mid_market,manufacturing,782,50973.59
acct_01255,Conta 01255,enterprise,software,3696,70617.44
acct_01256,Conta 01256,smb,software,127,59354.37
acct_01257,Conta 01257,smb,software,144,43457.61
acct_01258,Conta 01258,enterprise,software,3410,90997.89
acct_01259,Conta 01259,mid_market,software,304,55725.08
acct_01260,Conta 01260,smb,education,163,32955.27
acct_01261,Conta 01261,smb,software,61,82435.32
acct_01262,Conta 01262,smb,software,67,16942.26
acct_01263,Conta 01263,enterprise,retail,4413,24712.73
acct_01264,Conta 01264,smb,manufacturing,50,8000.0
acct_01265,Conta 01265,mid_market,manufacturing,507,89682.76
acct_01266,Conta 01266,mid_market,financial_services,585,55751.52
acct_01267,Conta 01267,mid_market,healthcare,559,39437.21
acct_01268,Conta 01268,enterprise,software,1395,101896.37
acct_01269,Conta 01269,smb,software,71,41582.88
acct_01270,Conta 01270,enterprise,manufacturing,1713,50824.14
acct_01271,Conta 01271,smb,healthcare,112,12987.45
acct_01272,Conta 01272,smb,software,125,33316.14
acct_01273,Conta 01273,smb,manufacturing,89,26836.6
acct_01274,Conta 01274,enterprise,manufacturing,1289,57902.03
acct_01275,Conta 01275,smb,education,116,60210.83
acct_01276,Conta 01276,mid_market,financial_services,494,12564.11
acct_01277,Conta 01277,mid_market,financial_services,400,49950.33
acct_01278,Conta 01278,enterprise,education,2965,53233.61
acct_01279,Conta 01279,smb,retail,174,55212.48
acct_01280,Conta 01280,enterprise,financial_services,1219,22267.72
acct_01281,Conta 01281,enterprise,financial_services,3328,8479.01
acct_01282,Conta 01282,mid_market,software,255,26152.81
acct_01283,Conta 01283,mid_market,financial_services,281,77109.44
acct_01284,Conta 01284,mid_market,financial_services,235,75617.16
acct_01285,Conta 01285,smb,software,113,19557.71
acct_01286,Conta 01286,mid_market,education,342,8000.0
acct_01287,Conta 01287,mid_market,education,279,38589.36
acct_01288,Conta 01288,smb,healthcare,81,77662.74
acct_01289,Conta 01289,mid_market,healthcare,312,59935.56
acct_01290,Conta 01290,enterprise,education,3179,106253.23
acct_01291,Conta 01291,smb,retail,172,46378.47
acct_01292,Conta 01292,mid_market,retail,656,33463.54
acct_01293,Conta 01293,enterprise,education,2956,38467.36
acct_01294,Conta 01294,mid_market,education,253,41135.11
acct_01295,Conta 01295,mid_market,education,756,65633.14
acct_01296,Conta 01296,mid_market,healthcare,850,64519.94
acct_01297,Conta 01297,smb,education,141,35205.19
acct_01298,Conta 01298,enterprise,manufacturing,4240,45841.31
acct_01299,Conta 01299,smb,software,90,65570.65
acct_01300,Conta 01300,smb,retail,158,46722.49
acct_01301,Conta 01301,smb,healthcare,38,28460.22
acct_01302,Conta 01302,enterprise,manufacturing,1315,65539.4
acct_01303,Conta 01303,smb,healthcare,148,54340.91
acct_01304,Conta 01304,mid_market,manufacturing,531,65122.31
acct_01305,Conta 01305,smb,software,102,89319.52
acct_01306,Conta 01306,enterprise,healthcare,1975,105801.54
acct_01307,Conta 01307,enterprise,retail,1550,71205.25
acct_01308,Conta 01308,mid_market,healthcare,758,34749.16
acct_01309,Conta 01309,mid_market,education,822,40578.46
acct_01310,Conta 01310,smb,healthcare,66,8000.0
acct_01311,Conta 01311,smb,manufacturing,141,69734.57
acct_01312,Conta 01312,enterprise,financial_services,3832,80617.88
acct_01313,Conta 01313,mid_market,retail,335,63218.2
acct_01314,Conta 01314,smb,education,36,20203.48
acct_01315,Conta 01315,mid_market,financial_services,215,69205.27
acct_01316,Conta 01316,mid_market,financial_services,221,32544.2
acct_01317,Conta 01317,mid_market,retail,306,98166.77
acct_01318,Conta 01318,smb,healthcare,110,80702.07
acct_01319,Conta 01319,smb,financial_services,63,62947.92
acct_01320,Conta 01320,mid_market,software,792,18112.96
acct_01321,Conta 01321,mid_market,manufacturing,578,46118.59
acct_01322,Conta 01322,mid_market,healthcare,294,105830.36
acct_01323,Conta 01323,enterprise,manufacturing,2702,89051.53
acct_01324,Conta 01324,enterprise,financial_services,1499,52205.05
acct_01325,Conta 01325,smb,software,154,31650.75
acct_01326,Conta 01326,smb,manufacturing,159,55281.71
acct_01327,Conta 01327,mid_market,healthcare,826,88291.63
acct_01328,Conta 01328,mid_market,software,343,59157.69
acct_01329,Conta 01329,mid_market,education,747,74791.76
acct_01330,Conta 01330,enterprise,education,2077,45367.74
acct_01331,Conta 01331,mid_market,manufacturing,565,36580.14
acct_01332,Conta 01332,smb,financial_services,149,49166.37
acct_01333,Conta 01333,smb,manufacturing,165,48276.32
acct_01334,Conta 01334,enterprise,software,3174,104109.14
acct_01335,Conta 01335,smb,manufacturing,101,8000.0
acct_01336,Conta 01336,smb,manufacturing,51,103047.93
acct_01337,Conta 01337,smb,financial_services,109,106864.89
acct_01338,Conta 01338,enterprise,retail,3925,55135.3
acct_01339,Conta 01339,smb,education,121,83343.51
acct_01340,Conta 01340,enterprise,retail,2148,97399.51
acct_01341,Conta 01341,mid_market,retail,526,83713.0
acct_01342,Conta 01342,mid_market,retail,465,61382.97
acct_01343,Conta 01343,mid_market,retail,853,85197.62
acct_01344,Conta 01344,mid_market,education,385,70052.38
acct_01345,Conta 01345,enterprise,education,4065,48441.87
acct_01346,Conta 01346,mid_market,retail,825,67963.44
acct_01347,Conta 01347,mid_market,software,419,12378.12
acct_01348,Conta 01348,mid_market,manufacturing,197,62847.28
acct_01349,Conta 01349,smb,healthcare,140,43600.68
acct_01350,Conta 01350,enterprise,manufacturing,4227,54752.32
acct_01351,Conta 01351,enterprise,retail,2021,35125.14
acct_01352,Conta 01352,smb,manufacturing,137,34473.84
acct_01353,Conta 01353,smb,manufacturing,134,36320.64
acct_01354,Conta 01354,smb,manufacturing,125,42188.11
acct_01355,Conta 01355,enterprise,software,1925,46820.27
acct_01356,Conta 01356,enterprise,healthcare,2074,9841.45
acct_01357,Conta 01357,smb,retail,76,69520.12
acct_01358,Conta 01358,smb,financial_services,31,47096.56
acct_01359,Conta 01359,smb,manufacturing,156,79494.14
acct_01360,Conta 01360,smb,retail,153,15928.92
acct_01361,Conta 01361,smb,retail,92,46462.61
acct_01362,Conta 01362,mid_market,software,425,89089.62
acct_01363,Conta 01363,mid_market,retail,450,45620.84
acct_01364,Conta 01364,enterprise,retail,2713,93232.05
acct_01365,Conta 01365,enterprise,manufacturing,3536,32437.9
acct_01366,Conta 01366,mid_market,retail,213,82046.16
acct_01367,Conta 01367,mid_market,healthcare,266,73203.41
acct_01368,Conta 01368,mid_market,education,633,63765.95
acct_01369,Conta 01369,mid_market,software,589,70668.43
acct_01370,Conta 01370,smb,education,30,58664.95
acct_01371,Conta 01371,mid_market,software,683,42005.97
acct_01372,Conta 01372,mid_market,education,711,49650.41
acct_01373,Conta 01373,smb,healthcare,71,43534.48
acct_01374,Conta 01374,smb,education,74,34499.13
acct_01375,Conta 01375,smb,education,88,55854.36
acct_01376,Conta 01376,enterprise,financial_services,2004,105273.6
acct_01377,Conta 01377,smb,healthcare,134,51917.68
acct_01378,Conta 01378,mid_market,software,518,48685.9
acct_01379,Conta 01379,enterprise,manufacturing,1619,74957.21
acct_01380,Conta 01380,enterprise,software,3615,55805.56
acct_01381,Conta 01381,smb,education,178,58184.84
acct_01382,Conta 01382,mid_market,software,546,28390.03
acct_01383,Conta 01383,mid_market,manufacturing,899,10479.91
acct_01384,Conta 01384,enterprise,education,3806,24071.38
acct_01385,Conta 01385,smb,retail,58,45738.49
acct_01386,Conta 01386,enterprise,retail,1580,60986.84
acct_01387,Conta 01387,mid_market,retail,882,33526.59
acct_01388,Conta 01388,enterprise,manufacturing,2194,35136.72
acct_01389,Conta 01389,smb,manufacturing,132,39130.48
acct_01390,Conta 01390,mid_market,manufacturing,236,41566.75
acct_01391,Conta 01391,mid_market,healthcare,195,71849.76
acct_01392,Conta 01392,smb,education,108,23897.79
acct_01393,Conta 01393,mid_market,software,402,34043.72
acct_01394,Conta 01394,mid_market,manufacturing,595,34301.35
acct_01395,Conta 01395,mid_market,healthcare,759,47095.78
acct_01396,Conta 01396,smb,education,127,56896.71
acct_01397,Conta 01397,mid_market,manufacturing,875,45926.7
acct_01398,Conta 01398,smb,software,93,68538.25
acct_01399,Conta 01399,mid_market,education,620,33225.42
acct_01400,Conta 01400,mid_market,financial_services,837,53570.83
acct_01401,Conta 01401,smb,education,111,35884.96
acct_01402,Conta 01402,smb,software,85,58059.94
acct_01403,Conta 01403,mid_market,healthcare,656,42364.64
acct_01404,Conta 01404,mid_market,financial_services,517,60086.98
acct_01405,Conta 01405,smb,education,40,66896.06
acct_01406,Conta 01406,smb,retail,149,77727.31
acct_01407,Conta 01407,smb,financial_services,125,63023.25
acct_01408,Conta 01408,smb,financial_services,81,35573.41
acct_01409,Conta 01409,mid_market,healthcare,624,56439.02
acct_01410,Conta 01410,mid_market,software,576,56157.51
acct_01411,Conta 01411,smb,retail,128,37419.11
acct_01412,Conta 01412,enterprise,financial_services,2461,60801.17
acct_01413,Conta 01413,mid_market,healthcare,428,65104.78
acct_01414,Conta 01414,smb,retail,173,37292.31
acct_01415,Conta 01415,mid_market,financial_services,603,53919.73
acct_01416,Conta 01416,mid_market,software,203,39264.82
acct_01417,Conta 01417,enterprise,retail,2111,33912.04
acct_01418,Conta 01418,mid_market,education,414,103968.04
acct_01419,Conta 01419,mid_market,manufacturing,668,57952.1
acct_01420,Conta 01420,smb,retail,106,29255.36
acct_01421,Conta 01421,smb,education,116,16746.18
acct_01422,Conta 01422,mid_market,financial_services,809,15100.69
acct_01423,Conta 01423,smb,education,145,27574.93
acct_01424,Conta 01424,smb,financial_services,75,89668.85
acct_01425,Conta 01425,enterprise,manufacturing,2981,53394.38
acct_01426,Conta 01426,mid_market,education,395,123162.1
acct_01427,Conta 01427,mid_market,education,574,58392.74
acct_01428,Conta 01428,mid_market,financial_services,411,58813.02
acct_01429,Conta 01429,mid_market,financial_services,768,44676.44
acct_01430,Conta 01430,smb,software,101,49406.9
acct_01431,Conta 01431,enterprise,education,1009,121311.88
acct_01432,Conta 01432,smb,retail,172,28212.97
acct_01433,Conta 01433,mid_market,retail,778,29922.01
acct_01434,Conta 01434,enterprise,healthcare,2630,53160.31
acct_01435,Conta 01435,enterprise,manufacturing,1301,55783.35
acct_01436,Conta 01436,mid_market,financial_services,283,46865.03
acct_01437,Conta 01437,smb,retail,131,76053.87
acct_01438,Conta 01438,smb,software,106,54558.38
acct_01439,Conta 01439,smb,education,55,66559.31
acct_01440,Conta 01440,enterprise,retail,2769,60977.92
acct_01441,Conta 01441,mid_market,education,461,72254.82
acct_01442,Conta 01442,smb,education,145,52575.12
acct_01443,Conta 01443,mid_market,financial_services,371,37439.9
acct_01444,Conta 01444,enterprise,financial_services,4141,103694.77
acct_01445,Conta 01445,smb,financial_services,93,67669.65
acct_01446,Conta 01446,mid_market,education,515,109175.98
acct_01447,Conta 01447,smb,education,56,39134.38
acct_01448,Conta 01448,mid_market,healthcare,312,48128.31
acct_01449,Conta 01449,enterprise,manufacturing,3004,61814.92
acct_01450,Conta 01450,smb,healthcare,75,45357.87
acct_01451,Conta 01451,smb,healthcare,83,36930.95
acct_01452,Conta 01452,smb,manufacturing,133,35276.57
acct_01453,Conta 01453,mid_market,financial_services,673,63035.3
acct_01454,Conta 01454,smb,financial_services,146,36826.72
acct_01455,Conta 01455,smb,retail,38,62376.53
acct_01456,Conta 01456,mid_market,manufacturing,825,61654.03
acct_01457,Conta 01457,mid_market,retail,729,86171.99
acct_01458,Conta 01458,smb,financial_services,134,61106.15
acct_01459,Conta 01459,smb,financial_services,114,39725.75
acct_01460,Conta 01460,mid_market,retail,824,20549.0
acct_01461,Conta 01461,mid_market,software,354,33644.53
acct_01462,Conta 01462,smb,retail,33,45730.23
acct_01463,Conta 01463,smb,financial_services,39,11824.56
acct_01464,Conta 01464,smb,financial_services,128,51620.78
acct_01465,Conta 01465,enterprise,software,904,8000.0
acct_01466,Conta 01466,mid_market,retail,582,34655.1
acct_01467,Conta 01467,mid_market,education,460,106336.54
acct_01468,Conta 01468,enterprise,financial_services,1657,40978.13
acct_01469,Conta 01469,enterprise,software,4311,55505.68
acct_01470,Conta 01470,mid_market,financial_services,676,32333.34
acct_01471,Conta 01471,smb,software,112,70253.6
acct_01472,Conta 01472,enterprise,education,1692,58715.14
acct_01473,Conta 01473,mid_market,retail,692,55410.35
acct_01474,Conta 01474,smb,manufacturing,114,83764.15
acct_01475,Conta 01475,enterprise,software,4172,37941.02
acct_01476,Conta 01476,smb,retail,151,17799.05
acct_01477,Conta 01477,smb,healthcare,73,76886.82
acct_01478,Conta 01478,mid_market,manufacturing,490,58079.83
acct_01479,Conta 01479,enterprise,education,3875,73038.55
acct_01480,Conta 01480,enterprise,software,4007,68777.2
acct_01481,Conta 01481,enterprise,software,3559,59664.63
acct_01482,Conta 01482,mid_market,healthcare,363,74731.59
acct_01483,Conta 01483,smb,software,62,35289.6
acct_01484,Conta 01484,enterprise,manufacturing,1912,52471.54
acct_01485,Conta 01485,smb,healthcare,174,31980.35
acct_01486,Conta 01486,enterprise,education,2772,71026.97
acct_01487,Conta 01487,enterprise,education,4495,108064.91
acct_01488,Conta 01488,mid_market,education,668,53318.24
acct_01489,Conta 01489,smb,education,94,39262.53
acct_01490,Conta 01490,smb,software,149,25323.29
