lead_id,rule_id,sdr_id,priority_tier,routing_method,response_time_hours,routed_at
lead_00666,rule_04,sdr_02,p3,rule_based,29.2,2026-05-04T00:00:00
lead_00667,rule_01,sdr_05,p1,rule_based,41.72,2026-05-04T00:00:00
lead_00668,rule_03,sdr_01,p1,rule_based,7.06,2026-05-04T00:00:00
lead_00669,rule_03,sdr_01,p2,rule_based,17.77,2026-05-04T00:00:00
lead_00670,rule_03,sdr_04,p3,rule_based,9.68,2026-05-04T00:00:00
lead_00671,rule_03,sdr_01,p4,rule_based,8.72,2026-05-04T00:00:00
lead_00672,rule_04,sdr_03,p3,rule_based,10.81,2026-05-04T00:00:00
lead_00673,rule_01,sdr_05,p3,rule_based,6.82,2026-05-04T00:00:00
lead_00674,rule_02,sdr_02,p3,rule_based,12.15,2026-05-04T00:00:00
lead_00675,rule_04,sdr_02,p3,rule_based,7.06,2026-05-04T00:00:00
lead_00676,rule_03,sdr_01,p2,rule_based,6.26,2026-05-04T00:00:00
lead_00677,rule_01,sdr_05,p2,rule_based,16.99,2026-05-04T00:00:00
lead_00678,rule_03,sdr_01,p3,rule_based,20.55,2026-05-04T00:00:00
lead_00679,rule_03,sdr_01,p3,rule_based,0.53,2026-05-04T00:00:00
lead_00680,rule_01,sdr_05,p2,rule_based,16.69,2026-05-04T00:00:00
lead_00681,rule_03,sdr_01,p2,rule_based,13.23,2026-05-04T00:00:00
lead_00682,rule_04,sdr_02,p4,rule_based,50.75,2026-05-04T00:00:00
lead_00683,rule_02,sdr_02,p3,rule_based,32.97,2026-05-04T00:00:00
lead_00684,rule_01,sdr_05,p4,rule_based,22.55,2026-05-04T00:00:00
lead_00685,rule_03,sdr_01,p3,rule_based,2.36,2026-05-04T00:00:00
lead_00686,rule_01,sdr_05,p2,rule_based,28.8,2026-05-04T00:00:00
lead_00687,rule_01,sdr_05,p1,rule_based,10.37,2026-05-04T00:00:00
lead_00688,rule_01,sdr_05,p3,rule_based,8.09,2026-05-05T00:00:00
lead_00689,rule_04,sdr_02,p3,rule_based,51.24,2026-05-05T00:00:00
lead_00690,rule_01,sdr_05,p4,rule_based,11.07,2026-05-05T00:00:00
lead_00691,rule_03,sdr_01,p4,rule_based,22.11,2026-05-05T00:00:00
lead_00692,rule_04,sdr_03,p3,rule_based,5.15,2026-05-05T00:00:00
lead_00693,rule_03,sdr_01,p3,rule_based,15.82,2026-05-05T00:00:00
lead_00694,rule_03,sdr_04,p2,rule_based,11.1,2026-05-05T00:00:00
lead_00695,rule_03,sdr_01,p1,rule_based,3.2,2026-05-05T00:00:00
lead_00696,rule_03,sdr_04,p1,rule_based,16.48,2026-05-05T00:00:00
lead_00697,rule_02,sdr_02,p3,rule_based,8.14,2026-05-05T00:00:00
lead_00698,rule_02,sdr_02,p4,rule_based,12.38,2026-05-05T00:00:00
lead_00699,rule_03,sdr_01,p1,rule_based,8.31,2026-05-05T00:00:00
lead_00700,rule_03,sdr_01,p1,rule_based,1.36,2026-05-05T00:00:00
lead_00701,rule_03,sdr_04,p2,rule_based,4.48,2026-05-05T00:00:00
lead_00702,rule_04,sdr_02,p2,rule_based,20.26,2026-05-05T00:00:00
lead_00703,rule_04,sdr_02,p3,rule_based,28.28,2026-05-05T00:00:00
lead_00704,rule_01,sdr_05,p2,rule_based,2.38,2026-05-05T00:00:00
lead_00705,rule_04,sdr_02,p3,rule_based,11.53,2026-05-05T00:00:00
lead_00706,rule_03,sdr_04,p4,rule_based,29.83,2026-05-05T00:00:00
lead_00707,rule_01,sdr_05,p4,rule_based,36.46,2026-05-05T00:00:00
lead_00708,rule_04,sdr_02,p4,rule_based,34.79,2026-05-05T00:00:00
lead_00709,rule_01,sdr_05,p4,rule_based,68.11,2026-05-05T00:00:00
lead_00710,rule_03,sdr_01,p1,rule_based,2.79,2026-05-05T00:00:00
lead_00711,rule_03,sdr_01,p3,rule_based,20.97,2026-05-06T00:00:00
lead_00712,rule_03,sdr_01,p3,rule_based,13.48,2026-05-06T00:00:00
lead_00713,rule_04,sdr_03,p3,rule_based,12.29,2026-05-06T00:00:00
lead_00714,rule_03,sdr_01,p3,rule_based,5.18,2026-05-06T00:00:00
lead_00715,rule_03,sdr_01,p3,rule_based,4.6,2026-05-06T00:00:00
lead_00716,rule_03,sdr_01,p4,rule_based,29.1,2026-05-06T00:00:00
lead_00717,rule_03,sdr_01,p3,rule_based,4.94,2026-05-06T00:00:00
lead_00718,rule_03,sdr_04,p3,rule_based,6.59,2026-05-06T00:00:00
lead_00719,rule_03,sdr_01,p3,rule_based,35.16,2026-05-06T00:00:00
lead_00720,rule_01,sdr_05,p2,rule_based,8.53,2026-05-06T00:00:00
lead_00721,rule_02,sdr_02,p4,rule_based,14.67,2026-05-06T00:00:00
lead_00722,rule_03,sdr_04,p1,rule_based,4.49,2026-05-06T00:00:00
lead_00723,rule_04,sdr_03,p3,rule_based,41.11,2026-05-06T00:00:00
lead_00724,rule_01,sdr_05,p4,rule_based,8.97,2026-05-06T00:00:00
lead_00725,rule_02,sdr_02,p4,rule_based,3.42,2026-05-06T00:00:00
lead_00726,rule_03,sdr_01,p2,rule_based,6.52,2026-05-06T00:00:00
lead_00727,rule_03,sdr_01,p2,rule_based,8.55,2026-05-06T00:00:00
lead_00728,rule_03,sdr_04,p3,rule_based,17.38,2026-05-06T00:00:00
lead_00729,rule_03,sdr_01,p1,rule_based,7.59,2026-05-06T00:00:00
lead_00730,rule_03,sdr_01,p4,rule_based,2.24,2026-05-06T00:00:00
lead_00731,rule_03,sdr_01,p3,rule_based,6.48,2026-05-06T00:00:00
lead_00732,rule_04,sdr_03,p3,rule_based,7.66,2026-05-06T00:00:00
lead_00733,rule_03,sdr_01,p4,rule_based,5.57,2026-05-07T00:00:00
lead_00734,rule_04,sdr_03,p3,rule_based,14.78,2026-05-07T00:00:00
lead_00735,rule_02,sdr_02,p3,rule_based,33.48,2026-05-07T00:00:00
lead_00736,rule_03,sdr_01,p3,rule_based,2.44,2026-05-07T00:00:00
lead_00737,rule_03,sdr_01,p3,rule_based,10.4,2026-05-07T00:00:00
lead_00738,rule_02,sdr_02,p3,rule_based,4.07,2026-05-07T00:00:00
lead_00739,rule_01,sdr_05,p3,rule_based,8.44,2026-05-07T00:00:00
lead_00740,rule_03,sdr_01,p2,rule_based,22.96,2026-05-07T00:00:00
lead_00741,rule_02,sdr_02,p3,rule_based,51.61,2026-05-07T00:00:00
lead_00742,rule_02,sdr_02,p4,rule_based,67.9,2026-05-07T00:00:00
lead_00743,rule_03,sdr_01,p2,rule_based,4.0,2026-05-07T00:00:00
lead_00744,rule_03,sdr_01,p3,rule_based,15.41,2026-05-07T00:00:00
lead_00745,rule_03,sdr_01,p2,rule_based,2.46,2026-05-07T00:00:00
lead_00746,rule_02,sdr_02,p4,rule_based,44.59,2026-05-07T00:00:00
lead_00747,rule_03,sdr_01,p3,rule_based,13.56,2026-05-07T00:00:00
lead_00748,rule_02,sdr_02,p3,rule_based,5.16,2026-05-07T00:00:00
lead_00749,rule_03,sdr_01,p3,rule_based,2.27,2026-05-07T00:00:00
lead_00750,rule_03,sdr_01,p1,rule_based,10.06,2026-05-07T00:00:00
lead_00751,rule_03,sdr_01,p1,rule_based,3.99,2026-05-07T00:00:00
lead_00752,rule_03,sdr_01,p4,rule_based,6.72,2026-05-07T00:00:00
lead_00753,rule_01,sdr_05,p2,rule_based,8.76,2026-05-07T00:00:00
lead_00754,rule_02,sdr_02,p3,rule_based,22.77,2026-05-08T00:00:00
lead_00755,rule_03,sdr_01,p2,rule_based,3.83,2026-05-08T00:00:00
lead_00756,rule_04,sdr_03,p3,rule_based,10.93,2026-05-08T00:00:00
lead_00757,rule_03,sdr_01,p3,rule_based,7.06,2026-05-08T00:00:00
lead_00758,rule_01,sdr_05,p4,rule_based,38.51,2026-05-08T00:00:00
lead_00759,rule_03,sdr_04,p4,rule_based,2.35,2026-05-08T00:00:00
lead_00760,rule_02,sdr_02,p4,rule_based,19.91,2026-05-08T00:00:00
lead_00761,rule_01,sdr_05,p1,rule_based,3.74,2026-05-08T00:00:00
lead_00762,rule_02,sdr_02,p3,rule_based,14.44,2026-05-08T00:00:00
lead_00763,rule_02,sdr_02,p1,rule_based,22.96,2026-05-08T00:00:00
lead_00764,rule_01,sdr_05,p3,rule_based,26.35,2026-05-08T00:00:00
lead_00765,rule_03,sdr_01,p1,rule_based,29.48,2026-05-08T00:00:00
lead_00766,rule_04,sdr_03,p2,rule_based,6.92,2026-05-08T00:00:00
lead_00767,rule_02,sdr_02,p3,rule_based,44.26,2026-05-08T00:00:00
lead_00768,rule_03,sdr_01,p3,rule_based,6.4,2026-05-08T00:00:00
lead_00769,rule_03,sdr_01,p2,rule_based,10.88,2026-05-08T00:00:00
lead_00770,rule_03,sdr_04,p1,rule_based,3.11,2026-05-08T00:00:00
lead_00771,rule_01,sdr_05,p3,rule_based,46.49,2026-05-08T00:00:00
lead_00772,rule_02,sdr_02,p2,rule_based,24.75,2026-05-08T00:00:00
lead_00773,rule_01,sdr_05,p3,rule_based,3.21,2026-05-08T00:00:00
lead_00774,rule_03,sdr_01,p1,rule_based,76.96,2026-05-08T00:00:00
lead_00775,rule_02,sdr_02,p4,rule_based,14.83,2026-05-08T00:00:00
lead_00776,rule_01,sdr_05,p1,rule_based,16.25,2026-05-08T00:00:00
lead_00777,rule_03,sdr_01,p2,rule_based,13.08,2026-05-08T00:00:00
lead_00778,rule_04,sdr_03,p4,rule_based,10.8,2026-05-09T00:00:00
lead_00779,rule_01,sdr_05,p1,rule_based,5.24,2026-05-09T00:00:00
lead_00780,rule_03,sdr_04,p3,rule_based,9.23,2026-05-09T00:00:00
lead_00781,rule_02,sdr_02,p3,rule_based,15.45,2026-05-09T00:00:00
lead_00782,rule_04,sdr_03,p4,rule_based,15.32,2026-05-09T00:00:00
lead_00783,rule_03,sdr_01,p3,rule_based,9.65,2026-05-09T00:00:00
lead_00784,rule_02,sdr_02,p4,rule_based,15.55,2026-05-09T00:00:00
lead_00785,rule_03,sdr_01,p3,rule_based,18.17,2026-05-09T00:00:00
lead_00786,rule_04,sdr_02,p3,rule_based,22.89,2026-05-09T00:00:00
lead_00787,rule_03,sdr_01,p3,rule_based,8.71,2026-05-09T00:00:00
lead_00788,rule_03,sdr_01,p1,rule_based,46.56,2026-05-09T00:00:00
lead_00789,rule_01,sdr_05,p1,rule_based,12.07,2026-05-09T00:00:00
lead_00790,rule_01,sdr_05,p3,rule_based,9.7,2026-05-09T00:00:00
lead_00791,rule_01,sdr_05,p3,rule_based,16.14,2026-05-09T00:00:00
lead_00792,rule_02,sdr_02,p3,rule_based,20.46,2026-05-09T00:00:00
lead_00793,rule_04,sdr_04,p3,rule_based,34.03,2026-05-09T00:00:00
lead_00794,rule_01,sdr_05,p2,rule_based,4.59,2026-05-09T00:00:00
lead_00795,rule_02,sdr_02,p3,rule_based,27.09,2026-05-09T00:00:00
lead_00796,rule_03,sdr_01,p2,rule_based,27.24,2026-05-09T00:00:00
lead_00797,rule_03,sdr_04,p4,rule_based,38.27,2026-05-09T00:00:00
lead_00798,rule_03,sdr_01,p2,rule_based,7.6,2026-05-09T00:00:00
lead_00799,rule_01,sdr_05,p2,rule_based,11.74,2026-05-09T00:00:00
lead_00800,rule_03,sdr_01,p2,rule_based,7.16,2026-05-09T00:00:00
lead_00801,rule_03,sdr_01,p3,rule_based,12.54,2026-05-09T00:00:00
lead_00802,rule_03,sdr_01,p1,rule_based,16.18,2026-05-09T00:00:00
lead_00803,rule_01,sdr_05,p2,rule_based,3.5,2026-05-09T00:00:00
lead_00804,rule_03,sdr_01,p3,rule_based,11.45,2026-05-09T00:00:00
lead_00805,rule_03,sdr_01,p3,rule_based,16.69,2026-05-10T00:00:00
lead_00806,rule_03,sdr_01,p3,rule_based,4.58,2026-05-10T00:00:00
lead_00807,rule_01,sdr_05,p4,rule_based,14.22,2026-05-10T00:00:00
lead_00808,rule_03,sdr_01,p1,rule_based,17.39,2026-05-10T00:00:00
lead_00809,rule_04,sdr_03,p3,rule_based,18.96,2026-05-10T00:00:00
lead_00810,rule_03,sdr_01,p1,rule_based,3.75,2026-05-10T00:00:00
lead_00811,rule_03,sdr_04,p3,rule_based,10.2,2026-05-10T00:00:00
lead_00812,rule_03,sdr_01,p3,rule_based,27.78,2026-05-10T00:00:00
lead_00813,rule_03,sdr_01,p2,rule_based,2.55,2026-05-10T00:00:00
lead_00814,rule_01,sdr_05,p1,rule_based,10.41,2026-05-10T00:00:00
lead_00815,rule_01,sdr_05,p2,rule_based,10.23,2026-05-10T00:00:00
lead_00816,rule_03,sdr_04,p4,rule_based,9.44,2026-05-10T00:00:00
lead_00817,rule_04,sdr_02,p3,rule_based,19.46,2026-05-10T00:00:00
lead_00818,rule_03,sdr_01,p2,rule_based,13.82,2026-05-10T00:00:00
lead_00819,rule_02,sdr_02,p4,rule_based,9.93,2026-05-10T00:00:00
lead_00820,rule_02,sdr_02,p3,rule_based,34.31,2026-05-10T00:00:00
lead_00821,rule_03,sdr_01,p3,rule_based,17.05,2026-05-10T00:00:00
lead_00822,rule_04,sdr_02,p4,rule_based,74.32,2026-05-10T00:00:00
lead_00823,rule_02,sdr_02,p2,rule_based,1.71,2026-05-10T00:00:00
lead_00824,rule_03,sdr_01,p2,rule_based,0.65,2026-05-10T00:00:00
lead_00825,rule_04,sdr_02,p4,rule_based,37.3,2026-05-10T00:00:00
lead_00826,rule_03,sdr_01,p4,rule_based,11.28,2026-05-10T00:00:00
lead_00827,rule_04,sdr_04,p3,rule_based,14.03,2026-05-10T00:00:00
lead_00828,rule_02,sdr_02,p3,rule_based,12.36,2026-05-10T00:00:00
lead_00829,rule_04,sdr_02,p2,rule_based,7.16,2026-05-11T00:00:00
lead_00830,rule_01,sdr_05,p3,rule_based,19.02,2026-05-11T00:00:00
lead_00831,rule_02,sdr_02,p3,rule_based,50.67,2026-05-11T00:00:00
lead_00832,rule_04,sdr_02,p3,rule_based,22.68,2026-05-11T00:00:00
lead_00833,rule_04,sdr_03,p3,rule_based,8.25,2026-05-11T00:00:00
lead_00834,rule_03,sdr_01,p2,rule_based,13.31,2026-05-11T00:00:00
lead_00835,rule_04,sdr_04,p3,rule_based,2.88,2026-05-11T00:00:00
lead_00836,rule_02,sdr_02,p3,rule_based,36.11,2026-05-11T00:00:00
lead_00837,rule_02,sdr_02,p3,rule_based,5.3,2026-05-11T00:00:00
lead_00838,rule_03,sdr_01,p1,rule_based,7.33,2026-05-11T00:00:00
lead_00839,rule_01,sdr_05,p2,rule_based,14.98,2026-05-11T00:00:00
lead_00840,rule_04,sdr_04,p3,rule_based,11.03,2026-05-11T00:00:00
lead_00841,rule_02,sdr_02,p3,rule_based,19.17,2026-05-11T00:00:00
lead_00842,rule_02,sdr_02,p3,rule_based,15.57,2026-05-11T00:00:00
lead_00843,rule_01,sdr_05,p3,rule_based,3.89,2026-05-11T00:00:00
lead_00844,rule_01,sdr_05,p2,rule_based,3.6,2026-05-11T00:00:00
lead_00845,rule_01,sdr_05,p1,rule_based,8.62,2026-05-11T00:00:00
lead_00846,rule_03,sdr_01,p2,rule_based,1.73,2026-05-11T00:00:00
lead_00847,rule_03,sdr_04,p2,rule_based,12.18,2026-05-11T00:00:00
lead_00848,rule_01,sdr_05,p1,rule_based,16.17,2026-05-11T00:00:00
lead_00849,rule_01,sdr_05,p1,rule_based,11.43,2026-05-11T00:00:00
lead_00850,rule_01,sdr_05,p3,rule_based,14.22,2026-05-12T00:00:00
lead_00851,rule_03,sdr_01,p1,rule_based,38.66,2026-05-12T00:00:00
lead_00852,rule_03,sdr_01,p3,rule_based,19.47,2026-05-12T00:00:00
lead_00853,rule_03,sdr_04,p1,rule_based,5.36,2026-05-12T00:00:00
lead_00854,rule_02,sdr_02,p4,rule_based,27.78,2026-05-12T00:00:00
lead_00855,rule_03,sdr_01,p3,rule_based,13.99,2026-05-12T00:00:00
lead_00856,rule_02,sdr_02,p3,rule_based,9.5,2026-05-12T00:00:00
lead_00857,rule_02,sdr_02,p4,rule_based,21.26,2026-05-12T00:00:00
lead_00858,rule_03,sdr_01,p3,rule_based,24.1,2026-05-12T00:00:00
lead_00859,rule_03,sdr_01,p2,rule_based,11.21,2026-05-12T00:00:00
lead_00860,rule_01,sdr_05,p2,rule_based,19.64,2026-05-12T00:00:00
lead_00861,rule_03,sdr_01,p3,rule_based,13.01,2026-05-12T00:00:00
lead_00862,rule_04,sdr_04,p3,rule_based,18.84,2026-05-12T00:00:00
lead_00863,rule_03,sdr_01,p1,rule_based,2.3,2026-05-12T00:00:00
lead_00864,rule_03,sdr_01,p3,rule_based,7.44,2026-05-12T00:00:00
lead_00865,rule_03,sdr_04,p1,rule_based,5.6,2026-05-12T00:00:00
lead_00866,rule_03,sdr_01,p3,rule_based,30.79,2026-05-12T00:00:00
lead_00867,rule_03,sdr_01,p3,rule_based,6.49,2026-05-12T00:00:00
lead_00868,rule_03,sdr_01,p2,rule_based,12.71,2026-05-12T00:00:00
lead_00869,rule_01,sdr_05,p2,rule_based,22.13,2026-05-12T00:00:00
lead_00870,rule_02,sdr_02,p3,rule_based,32.83,2026-05-12T00:00:00
lead_00871,rule_03,sdr_01,p4,rule_based,39.83,2026-05-12T00:00:00
lead_00872,rule_03,sdr_04,p3,rule_based,9.7,2026-05-12T00:00:00
lead_00873,rule_01,sdr_05,p2,rule_based,6.92,2026-05-12T00:00:00
lead_00874,rule_02,sdr_02,p3,rule_based,38.63,2026-05-12T00:00:00
lead_00875,rule_02,sdr_02,p3,rule_based,17.4,2026-05-13T00:00:00
lead_00876,rule_03,sdr_01,p2,rule_based,12.17,2026-05-13T00:00:00
lead_00877,rule_03,sdr_01,p2,rule_based,13.31,2026-05-13T00:00:00
lead_00878,rule_03,sdr_01,p3,rule_based,21.44,2026-05-13T00:00:00
lead_00879,rule_01,sdr_05,p1,rule_based,3.82,2026-05-13T00:00:00
lead_00880,rule_03,sdr_04,p3,rule_based,7.65,2026-05-13T00:00:00
lead_00881,rule_03,sdr_01,p3,rule_based,18.52,2026-05-13T00:00:00
lead_00882,rule_03,sdr_01,p4,rule_based,26.21,2026-05-13T00:00:00
lead_00883,rule_01,sdr_05,p2,rule_based,6.1,2026-05-13T00:00:00
lead_00884,rule_01,sdr_05,p2,rule_based,9.54,2026-05-13T00:00:00
lead_00885,rule_02,sdr_02,p3,rule_based,2.32,2026-05-13T00:00:00
lead_00886,rule_03,sdr_01,p2,rule_based,0.74,2026-05-13T00:00:00
lead_00887,rule_04,sdr_03,p3,rule_based,5.15,2026-05-13T00:00:00
lead_00888,rule_03,sdr_01,p4,rule_based,26.36,2026-05-13T00:00:00
lead_00889,rule_03,sdr_01,p4,rule_based,3.35,2026-05-13T00:00:00
lead_00890,rule_03,sdr_01,p3,rule_based,13.17,2026-05-13T00:00:00
lead_00891,rule_02,sdr_02,p3,rule_based,5.73,2026-05-13T00:00:00
lead_00892,rule_01,sdr_05,p3,rule_based,16.38,2026-05-13T00:00:00
lead_00893,rule_03,sdr_04,p3,rule_based,17.07,2026-05-13T00:00:00
lead_00894,rule_03,sdr_04,p3,rule_based,18.65,2026-05-13T00:00:00
lead_00895,rule_03,sdr_01,p3,rule_based,9.72,2026-05-13T00:00:00
lead_00896,rule_03,sdr_01,p4,rule_based,12.44,2026-05-14T00:00:00
lead_00897,rule_02,sdr_02,p3,rule_based,15.37,2026-05-14T00:00:00
lead_00898,rule_03,sdr_01,p1,rule_based,12.96,2026-05-14T00:00:00
lead_00899,rule_04,sdr_04,p2,rule_based,7.06,2026-05-14T00:00:00
lead_00900,rule_03,sdr_01,p2,rule_based,34.34,2026-05-14T00:00:00
lead_00901,rule_02,sdr_02,p2,rule_based,20.45,2026-05-14T00:00:00
lead_00902,rule_02,sdr_02,p1,rule_based,36.91,2026-05-14T00:00:00
lead_00903,rule_03,sdr_01,p4,rule_based,14.71,2026-05-14T00:00:00
lead_00904,rule_03,sdr_01,p1,rule_based,44.63,2026-05-14T00:00:00
lead_00905,rule_04,sdr_02,p3,rule_based,13.5,2026-05-14T00:00:00
lead_00906,rule_04,sdr_03,p3,rule_based,15.3,2026-05-14T00:00:00
lead_00907,rule_03,sdr_04,p3,rule_based,12.9,2026-05-14T00:00:00
lead_00908,rule_03,sdr_04,p2,rule_based,1.93,2026-05-14T00:00:00
lead_00909,rule_02,sdr_02,p3,rule_based,11.05,2026-05-14T00:00:00
lead_00910,rule_04,sdr_03,p1,rule_based,8.24,2026-05-14T00:00:00
lead_00911,rule_01,sdr_05,p1,rule_based,2.69,2026-05-14T00:00:00
lead_00912,rule_03,sdr_01,p2,rule_based,7.06,2026-05-14T00:00:00
lead_00913,rule_01,sdr_05,p4,rule_based,7.23,2026-05-14T00:00:00
lead_00914,rule_03,sdr_01,p3,rule_based,21.73,2026-05-14T00:00:00
lead_00915,rule_03,sdr_01,p3,rule_based,0.38,2026-05-14T00:00:00
lead_00916,rule_03,sdr_01,p3,rule_based,8.43,2026-05-14T00:00:00
lead_00917,rule_02,sdr_02,p3,rule_based,29.47,2026-05-14T00:00:00
lead_00918,rule_03,sdr_01,p4,rule_based,12.47,2026-05-15T00:00:00
lead_00919,rule_03,sdr_01,p3,rule_based,23.49,2026-05-15T00:00:00
lead_00920,rule_04,sdr_03,p2,rule_based,3.19,2026-05-15T00:00:00
lead_00921,rule_03,sdr_01,p3,rule_based,28.62,2026-05-15T00:00:00
lead_00922,rule_03,sdr_01,p3,rule_based,17.82,2026-05-15T00:00:00
lead_00923,rule_01,sdr_05,p1,rule_based,12.77,2026-05-15T00:00:00
lead_00924,rule_02,sdr_02,p3,rule_based,20.57,2026-05-15T00:00:00
lead_00925,rule_03,sdr_01,p2,rule_based,8.04,2026-05-15T00:00:00
lead_00926,rule_03,sdr_01,p2,rule_based,2.89,2026-05-15T00:00:00
lead_00927,rule_03,,p1,rule_based,,2026-05-15T00:00:00
lead_00928,rule_04,sdr_03,p3,rule_based,3.95,2026-05-15T00:00:00
lead_00929,rule_03,sdr_01,p3,rule_based,16.88,2026-05-15T00:00:00
lead_00930,rule_03,sdr_01,p4,rule_based,9.63,2026-05-15T00:00:00
lead_00931,rule_03,sdr_04,p2,rule_based,10.96,2026-05-15T00:00:00
lead_00932,rule_01,sdr_05,p1,rule_based,11.7,2026-05-15T00:00:00
lead_00933,rule_03,,p3,rule_based,,2026-05-15T00:00:00
lead_00934,rule_03,sdr_01,p2,rule_based,1.98,2026-05-15T00:00:00
lead_00935,rule_02,sdr_02,p4,rule_based,12.32,2026-05-15T00:00:00
lead_00936,rule_03,sdr_01,p3,rule_based,5.91,2026-05-15T00:00:00
lead_00937,rule_03,sdr_01,p4,rule_based,20.35,2026-05-15T00:00:00
lead_00938,rule_01,sdr_05,p2,rule_based,3.21,2026-05-15T00:00:00
lead_00939,rule_01,sdr_05,p2,rule_based,6.7,2026-05-15T00:00:00
lead_00940,rule_02,sdr_02,p3,rule_based,33.68,2026-05-15T00:00:00
lead_00941,rule_03,sdr_01,p3,rule_based,9.07,2026-05-15T00:00:00
lead_00942,rule_01,sdr_05,p3,rule_based,14.12,2026-05-15T00:00:00
lead_00943,rule_02,sdr_02,p3,rule_based,6.36,2026-05-15T00:00:00
lead_00944,rule_01,sdr_05,p2,rule_based,10.79,2026-05-16T00:00:00
lead_00945,rule_03,sdr_01,p2,rule_based,16.38,2026-05-16T00:00:00
lead_00946,rule_03,sdr_01,p1,rule_based,5.86,2026-05-16T00:00:00
lead_00947,rule_03,sdr_01,p3,rule_based,10.19,2026-05-16T00:00:00
lead_00948,rule_02,sdr_02,p2,rule_based,9.36,2026-05-16T00:00:00
lead_00949,rule_01,sdr_05,p1,rule_based,16.84,2026-05-16T00:00:00
lead_00950,rule_03,sdr_04,p4,rule_based,27.2,2026-05-16T00:00:00
lead_00951,rule_03,sdr_04,p1,rule_based,15.19,2026-05-16T00:00:00
lead_00952,rule_03,sdr_01,p1,rule_based,6.21,2026-05-16T00:00:00
lead_00953,rule_03,sdr_01,p3,rule_based,18.2,2026-05-16T00:00:00
lead_00954,rule_04,,p3,rule_based,,2026-05-16T00:00:00
lead_00955,rule_01,sdr_05,p3,rule_based,16.17,2026-05-16T00:00:00
lead_00956,rule_03,sdr_01,p4,rule_based,8.27,2026-05-16T00:00:00
lead_00957,rule_02,sdr_02,p4,rule_based,5.95,2026-05-16T00:00:00
lead_00958,rule_04,sdr_04,p3,rule_based,3.68,2026-05-16T00:00:00
lead_00959,rule_03,sdr_01,p3,rule_based,16.74,2026-05-16T00:00:00
lead_00960,rule_01,sdr_05,p3,rule_based,13.14,2026-05-16T00:00:00
lead_00961,rule_01,sdr_05,p2,rule_based,4.35,2026-05-16T00:00:00
lead_00962,rule_03,sdr_01,p3,rule_based,17.57,2026-05-16T00:00:00
lead_00963,rule_01,sdr_05,p3,rule_based,17.49,2026-05-16T00:00:00
lead_00964,rule_02,sdr_02,p3,rule_based,16.97,2026-05-16T00:00:00
lead_00965,rule_03,sdr_04,p4,rule_based,13.57,2026-05-16T00:00:00
lead_00966,rule_03,sdr_01,p1,rule_based,5.85,2026-05-16T00:00:00
lead_00967,rule_02,sdr_02,p2,rule_based,14.99,2026-05-16T00:00:00
lead_00968,rule_02,sdr_02,p4,rule_based,32.79,2026-05-17T00:00:00
lead_00969,rule_03,sdr_01,p1,rule_based,12.03,2026-05-17T00:00:00
lead_00970,rule_03,sdr_01,p3,rule_based,16.74,2026-05-17T00:00:00
lead_00971,rule_04,sdr_03,p3,rule_based,14.22,2026-05-17T00:00:00
lead_00972,rule_04,sdr_03,p3,rule_based,19.12,2026-05-17T00:00:00
lead_00973,rule_03,sdr_01,p3,rule_based,27.52,2026-05-17T00:00:00
lead_00974,rule_03,sdr_04,p4,rule_based,19.44,2026-05-17T00:00:00
lead_00975,rule_03,sdr_01,p1,rule_based,4.35,2026-05-17T00:00:00
lead_00976,rule_03,sdr_01,p3,rule_based,24.61,2026-05-17T00:00:00
lead_00977,rule_02,sdr_02,p4,rule_based,59.85,2026-05-17T00:00:00
lead_00978,rule_03,sdr_01,p1,rule_based,4.37,2026-05-17T00:00:00
lead_00979,rule_01,sdr_05,p2,rule_based,2.57,2026-05-17T00:00:00
lead_00980,rule_03,sdr_01,p1,rule_based,8.07,2026-05-17T00:00:00
lead_00981,rule_03,sdr_01,p4,rule_based,19.37,2026-05-17T00:00:00
lead_00982,rule_02,sdr_02,p2,rule_based,3.05,2026-05-17T00:00:00
lead_00983,rule_01,sdr_05,p3,rule_based,4.19,2026-05-17T00:00:00
lead_00984,rule_03,sdr_04,p3,rule_based,1.42,2026-05-17T00:00:00
lead_00985,rule_03,sdr_01,p3,rule_based,3.82,2026-05-17T00:00:00
lead_00986,rule_03,sdr_01,p1,rule_based,42.14,2026-05-17T00:00:00
lead_00987,rule_03,sdr_04,p3,rule_based,8.03,2026-05-17T00:00:00
lead_00988,rule_03,sdr_04,p3,rule_based,8.0,2026-05-17T00:00:00
lead_00989,rule_01,sdr_05,p2,rule_based,16.92,2026-05-17T00:00:00
lead_00990,rule_03,sdr_01,p2,rule_based,16.98,2026-05-17T00:00:00
lead_00991,rule_01,sdr_05,p2,rule_based,5.96,2026-05-18T00:00:00
lead_00992,rule_01,sdr_05,p3,rule_based,14.88,2026-05-18T00:00:00
lead_00993,rule_01,sdr_05,p1,rule_based,33.64,2026-05-18T00:00:00
lead_00994,rule_03,sdr_01,p1,rule_based,31.11,2026-05-18T00:00:00
lead_00995,rule_02,sdr_02,p4,rule_based,37.95,2026-05-18T00:00:00
lead_00996,rule_01,sdr_05,p1,rule_based,14.46,2026-05-18T00:00:00
lead_00997,rule_02,sdr_02,p3,rule_based,25.06,2026-05-18T00:00:00
